id,Longitude,Latitude,UHI Index,S2_B01,S2_B02,S2_B03,S2_B04,S2_B05,S2_B06,S2_B07,S2_B08,S2_B8A,S2_B11,S2_B12,NDVI_S2,NDBI_S2,NDWI_S2,NDVI_LS,LST_LS
3974,-73.91474,40.82637833,1.003242467,1413.0,1350.0,1422.0,1274.0,1759.0,2114.0,2687.0,2548.0,2678.0,2498.0,2247.0,0.3333333333333333,-0.009908838684106223,-0.2836272040302267,0.30015713026482194,45.74268410000002
3975,-73.914805,40.82639167,1.007569897,1413.0,1052.0,1018.0,1098.0,1759.0,2114.0,2687.0,2098.0,2678.0,2498.0,2247.0,0.31289111389236546,0.08703220191470844,-0.3465982028241335,0.30015713026482194,45.74268410000002
3976,-73.91486333,40.82641,1.007569897,1413.0,1018.0,1206.0,1388.0,1982.0,2734.0,2756.0,2502.0,2865.0,2883.0,2644.0,0.2863753213367609,0.07075208913649025,-0.34951456310679613,0.30015713026482194,45.74268410000002
3977,-73.91491667,40.826425,0.998915037,1413.0,1018.0,1206.0,1388.0,1982.0,2734.0,2756.0,2502.0,2865.0,2883.0,2644.0,0.2863753213367609,0.07075208913649025,-0.34951456310679613,0.30015713026482194,45.74268410000002
3978,-73.91496333,40.82643833,0.998915037,1413.0,1018.0,1206.0,1388.0,1982.0,2734.0,2756.0,2502.0,2865.0,2883.0,2644.0,0.2863753213367609,0.07075208913649025,-0.34951456310679613,0.18024715916154865,45.15478466000002
3979,-73.91500333,40.82645,1.003242467,1413.0,2370.0,2702.0,2600.0,2691.0,3163.0,2744.0,3228.0,2702.0,3481.0,3236.0,0.10775566231983527,0.03771053808317186,-0.08870151770657674,0.1322439511946745,44.69676998
3980,-73.91503667,40.82646667,1.003242467,1413.0,1906.0,1920.0,1926.0,2691.0,3163.0,2744.0,2684.0,2702.0,3481.0,3236.0,0.16442516268980478,0.12927818329278185,-0.16594265855777585,0.1322439511946745,44.69676998
3981,-73.91506667,40.82647667,1.005406182,1413.0,1906.0,1920.0,1926.0,2691.0,3163.0,2744.0,2684.0,2702.0,3481.0,3236.0,0.16442516268980478,0.12927818329278185,-0.16594265855777585,0.1322439511946745,44.69676998
3982,-73.91509167,40.82648833,1.005406182,1413.0,1906.0,1920.0,1926.0,2691.0,3163.0,2744.0,2684.0,2702.0,3481.0,3236.0,0.16442516268980478,0.12927818329278185,-0.16594265855777585,0.1322439511946745,44.69676998
3983,-73.91512,40.8265,1.005406182,1439.0,846.0,1005.0,1078.0,1756.0,1853.0,2137.0,1564.0,2286.0,2437.0,2558.0,0.18395155185465556,0.2181954511372157,-0.21759439470611133,0.1322439511946745,44.69676998
3984,-73.92848667,40.80900167,1.04267016,1110.0,1146.0,1220.0,1272.0,1621.0,1589.0,1709.0,1494.0,1716.0,1939.0,1818.0,0.08026030368763558,0.12962423536265658,-0.10095799557848195,0.145648757284524,43.26461960000006
3985,-73.92836333,40.80914833,1.036179016,1343.0,709.0,837.0,900.0,1230.0,1608.0,1624.0,1204.0,2024.0,1742.0,1519.0,0.1444866920152091,0.1826205023761032,-0.1798138167564919,0.44114214038082966,42.06147656000002
3986,-73.92830167,40.80923,1.031851586,1343.0,959.0,1062.0,1122.0,1230.0,1608.0,1624.0,1522.0,2024.0,1742.0,1519.0,0.15128593040847202,0.06740196078431372,-0.1780185758513932,0.271428094427193,42.345172219999995
3987,-73.92824,40.80931167,1.031851586,1343.0,1017.0,1106.0,1246.0,1931.0,1968.0,1889.0,1368.0,1936.0,2294.0,2214.0,0.046671767406273906,0.2528672856362643,-0.1059013742926435,0.271428094427193,42.345172219999995
3988,-73.928175,40.809395,1.029687871,946.0,1046.0,1108.0,1146.0,1107.0,1599.0,1843.0,1386.0,1912.0,1600.0,1203.0,0.0947867298578199,0.07166778298727394,-0.11146752205292702,0.271428094427193,42.345172219999995
3989,-73.92805167,40.80956167,1.029687871,946.0,1242.0,1268.0,1386.0,1375.0,1486.0,1587.0,1590.0,1623.0,1755.0,1619.0,0.06854838709677419,0.04932735426008968,-0.11266620013995801,0.058008757944552326,42.98775998000002
3990,-73.92799,40.80965,1.023196726,1108.0,1102.0,1306.0,1368.0,2255.0,2254.0,2253.0,1440.0,2224.0,2521.0,2532.0,0.02564102564102564,0.27291088109063366,-0.04879825200291333,0.510838565240668,41.56586365999999
3991,-73.92779,40.80993167,1.018869297,1108.0,877.0,915.0,971.0,1100.0,1380.0,1372.0,1028.0,1539.0,1735.0,1374.0,0.028514257128564282,0.25588128845457836,-0.05815748841996912,0.1604072739823543,42.95699780000001
3992,-73.92760833,40.81016667,1.016705582,1108.0,927.0,1054.0,1204.0,1133.0,1252.0,1432.0,1330.0,1441.0,1536.0,1315.0,0.049723756906077346,0.0718771807397069,-0.11577181208053691,0.28789110291664166,42.79293284000005
3993,-73.92755833,40.81023667,1.016705582,1160.0,1084.0,1136.0,1260.0,1592.0,1720.0,1797.0,1524.0,1913.0,1866.0,1741.0,0.09482758620689655,0.10088495575221239,-0.14586466165413534,0.28789110291664166,42.79293284000005
3994,-73.92751667,40.8103,1.010214437,1160.0,1168.0,1296.0,1368.0,1592.0,1720.0,1797.0,1874.0,1913.0,1866.0,1741.0,0.15607649599012954,-0.0021390374331550803,-0.18233438485804415,0.31473090477775223,43.93113349999999
3995,-73.92747833,40.81036167,1.010214437,919.0,1086.0,1354.0,1470.0,1310.0,1690.0,1753.0,1700.0,1826.0,1824.0,1588.0,0.07255520504731862,0.03518728717366629,-0.11329404060248854,0.31473090477775223,43.93113349999999
3996,-73.92743833,40.81042167,1.014541867,919.0,978.0,1168.0,1256.0,1596.0,2032.0,2079.0,1632.0,2158.0,1953.0,1686.0,0.13019390581717452,0.0895397489539749,-0.1657142857142857,0.31473090477775223,43.93113349999999
3997,-73.92740167,40.81047667,1.014541867,919.0,901.0,1126.0,1160.0,1596.0,2032.0,2079.0,2026.0,2158.0,1953.0,1686.0,0.27181418706842436,-0.01834631817039457,-0.28553299492385786,0.31473090477775223,43.93113349999999
3998,-73.92736667,40.81052,1.012378152,919.0,901.0,1126.0,1160.0,1596.0,2032.0,2079.0,2026.0,2158.0,1953.0,1686.0,0.27181418706842436,-0.01834631817039457,-0.28553299492385786,0.31473090477775223,43.93113349999999
3999,-73.92733833,40.81055667,1.012378152,919.0,832.0,1118.0,1118.0,1582.0,1950.0,2200.0,2530.0,2224.0,1905.0,1693.0,0.38706140350877194,-0.14092446448703494,-0.38706140350877194,0.20791437936890336,44.871088999999984
4000,-73.927295,40.81062333,1.010214437,919.0,1278.0,1592.0,1730.0,1582.0,1950.0,2200.0,2218.0,2224.0,1905.0,1693.0,0.12360688956433637,-0.07591559544021344,-0.16430446194225723,0.1328202623734865,44.00974796000003
4001,-73.92727833,40.81065,1.012378152,919.0,995.0,1248.0,1408.0,1582.0,1950.0,2200.0,2126.0,2224.0,1905.0,1693.0,0.20316921335597057,-0.054825105432895066,-0.26022525192649676,0.1328202623734865,44.00974796000003
4002,-73.92724333,40.81074333,1.025360441,1305.0,1248.0,1456.0,1606.0,1602.0,1556.0,1726.0,1838.0,1742.0,1847.0,1722.0,0.06736353077816493,0.0024423337856173677,-0.11596842744383729,0.1328202623734865,44.00974796000003
4003,-73.92722667,40.81076667,1.025360441,1305.0,1150.0,1398.0,1490.0,1452.0,1612.0,1535.0,1594.0,1585.0,1791.0,1614.0,0.03372243839169909,0.05819793205317578,-0.06550802139037433,0.1328202623734865,44.00974796000003
4004,-73.92719,40.81080833,1.023196726,1305.0,1150.0,1398.0,1490.0,1452.0,1612.0,1535.0,1594.0,1585.0,1791.0,1614.0,0.03372243839169909,0.05819793205317578,-0.06550802139037433,0.1328202623734865,44.00974796000003
4005,-73.92708833,40.81091667,1.023196726,1305.0,1104.0,1106.0,1254.0,1194.0,1312.0,1380.0,1266.0,1379.0,1606.0,1443.0,0.004761904761904762,0.11838440111420613,-0.06745362563237774,0.08269200253887657,44.97362959999998
4006,-73.92701833,40.810985,1.023196726,1305.0,1104.0,1106.0,1254.0,1194.0,1312.0,1380.0,1266.0,1379.0,1606.0,1443.0,0.004761904761904762,0.11838440111420613,-0.06745362563237774,0.08269200253887657,44.97362959999998
4007,-73.92694333,40.81104667,1.023196726,1305.0,1118.0,1078.0,1152.0,2212.0,1924.0,2070.0,1254.0,1983.0,2268.0,1932.0,0.04239401496259352,0.2879045996592845,-0.07547169811320754,0.07922955104844398,44.52586898000004
4008,-73.92687333,40.811095,1.016705582,1305.0,624.0,684.0,651.0,1348.0,1057.0,1304.0,805.0,1421.0,1664.0,1367.0,0.10576923076923077,0.34791413527744025,-0.08126259234385494,0.14666666666666672,45.33252170000003
4009,-73.926805,40.81114,1.016705582,1305.0,624.0,684.0,651.0,1348.0,1057.0,1304.0,805.0,1421.0,1664.0,1367.0,0.10576923076923077,0.34791413527744025,-0.08126259234385494,0.14666666666666672,45.33252170000003
4010,-73.92673333,40.81117833,1.016705582,1478.0,656.0,726.0,642.0,1994.0,2426.0,2485.0,1266.0,2559.0,2637.0,1839.0,0.3270440251572327,0.35126825518831667,-0.2710843373493976,0.14666666666666672,45.33252170000003
4011,-73.926665,40.81122167,1.016705582,1478.0,656.0,726.0,642.0,1994.0,2426.0,2485.0,1266.0,2559.0,2637.0,1839.0,0.3270440251572327,0.35126825518831667,-0.2710843373493976,0.14666666666666672,45.33252170000003
4012,-73.92659,40.81126833,1.018989503,1191.0,520.0,676.0,600.0,1169.0,2013.0,2398.0,2032.0,2320.0,1780.0,1405.0,0.5440729483282675,-0.06610703043022036,-0.5007385524372231,0.18978225459379072,45.257325260000016
4013,-73.92651667,40.81131667,1.018989503,1191.0,1068.0,1116.0,1302.0,1601.0,2067.0,2485.0,2554.0,2445.0,2100.0,1539.0,0.32468879668049794,-0.0975504941985389,-0.3918256130790191,0.18978225459379072,45.257325260000016
4014,-73.92643667,40.81137,1.014662073,1191.0,940.0,1032.0,1015.0,1601.0,2067.0,2485.0,2578.0,2445.0,2100.0,1539.0,0.43501252435290844,-0.10218041898247114,-0.42825484764542937,0.3866054533610447,45.50000468000002
4015,-73.92635333,40.811425,1.014662073,1191.0,822.0,890.0,970.0,1601.0,2067.0,2485.0,1896.0,2445.0,2100.0,1539.0,0.32309839497557574,0.05105105105105105,-0.36109117013639624,0.3866054533610447,45.50000468000002
4016,-73.926265,40.811475,1.012498358,1191.0,1220.0,1346.0,1400.0,1522.0,2175.0,2240.0,1676.0,2407.0,1909.0,1461.0,0.08972691807542263,0.06499302649930265,-0.10919920582395765,0.3866054533610447,45.50000468000002
4017,-73.92616833,40.811535,1.012498358,1191.0,1062.0,1200.0,1176.0,1603.0,1890.0,2381.0,2116.0,2236.0,2044.0,1700.0,0.28554070473876064,-0.01730769230769231,-0.2762364294330519,0.28664690858930053,45.54102092000005
4018,-73.92596833,40.81164667,1.014662073,1232.0,1020.0,1058.0,1056.0,1144.0,1822.0,1991.0,1734.0,2138.0,1798.0,1357.0,0.24301075268817204,0.01812004530011325,-0.24212034383954154,0.5622935194673966,45.636725479999996
4019,-73.92586667,40.81169833,1.014662073,1232.0,926.0,1114.0,1042.0,1144.0,1822.0,1991.0,1504.0,2138.0,1798.0,1357.0,0.1814611154752553,0.08903694730466384,-0.1489686783804431,0.2234955784024733,45.684577760000025
4020,-73.92576667,40.81175,1.014662073,1232.0,1026.0,1082.0,1044.0,1571.0,1943.0,1889.0,1716.0,2078.0,2157.0,1887.0,0.24347826086956523,0.11386522075910147,-0.226590421729807,0.2234955784024733,45.684577760000025
4021,-73.92566667,40.8118,1.018989503,1232.0,1098.0,1256.0,1360.0,1571.0,1943.0,1889.0,1604.0,2078.0,2157.0,1887.0,0.08232118758434548,0.14703536293538952,-0.12167832167832168,0.2234955784024733,45.684577760000025
4022,-73.92546667,40.811905,1.014662073,640.0,883.0,1112.0,952.0,1336.0,1638.0,1768.0,1982.0,1855.0,1646.0,1362.0,0.3510565780504431,-0.0926130099228225,-0.28118939883645766,0.4075172334116377,45.045408020000025
4023,-73.92536333,40.81196333,1.014662073,640.0,1016.0,1138.0,1156.0,1336.0,1638.0,1768.0,1554.0,1855.0,1646.0,1362.0,0.14686346863468636,0.02875,-0.15453194650817237,0.4075172334116377,45.045408020000025
4024,-73.925255,40.81202,1.016825788,990.0,594.0,727.0,727.0,1022.0,1613.0,1954.0,1576.0,1901.0,1468.0,1129.0,0.3686495874945723,-0.035479632063074903,-0.3686495874945723,0.4075172334116377,45.045408020000025
4025,-73.92504167,40.81211833,1.016825788,990.0,896.0,923.0,910.0,1426.0,1516.0,1607.0,1538.0,1717.0,1746.0,1559.0,0.2565359477124183,0.06333739342265529,-0.24989841527834214,0.15142309558080905,44.21824718000005
4026,-73.92494,40.81217,1.014662073,990.0,854.0,945.0,996.0,1197.0,1902.0,2078.0,1376.0,2247.0,1718.0,1337.0,0.16020236087689713,0.11053652230122818,-0.18569582076691082,0.42443851647878833,43.47995486000002
4027,-73.92483333,40.81222333,1.014662073,990.0,854.0,945.0,996.0,1197.0,1902.0,2078.0,1376.0,2247.0,1718.0,1337.0,0.16020236087689713,0.11053652230122818,-0.18569582076691082,0.42443851647878833,43.47995486000002
4028,-73.92472167,40.81227833,1.018989503,990.0,810.0,965.0,923.0,1077.0,1599.0,1560.0,1792.0,1702.0,1663.0,1340.0,0.32007366482504607,-0.03733719247467439,-0.2999637286906057,0.22736771254823082,43.51071704000003
4029,-73.92449667,40.81239667,1.018989503,847.0,833.0,1012.0,1006.0,1044.0,1595.0,1895.0,1416.0,1911.0,1692.0,1442.0,0.16928158546655656,0.0888030888030888,-0.16639209225700163,0.22736771254823082,43.51071704000003
4030,-73.92438333,40.81245833,1.018989503,847.0,650.0,711.0,623.0,1044.0,1595.0,1895.0,1884.0,1911.0,1692.0,1442.0,0.5029916234543279,-0.053691275167785234,-0.45202312138728323,0.43962229006891756,43.37741426000002
4031,-73.924275,40.81252,1.021153218,847.0,619.0,702.0,738.0,1586.0,1840.0,2001.0,1740.0,1992.0,1949.0,1717.0,0.4043583535108959,0.056654920032529144,-0.4250614250614251,0.43962229006891756,43.37741426000002
4032,-73.92417,40.81257667,1.021153218,847.0,838.0,890.0,838.0,751.0,1988.0,2248.0,1924.0,2562.0,1564.0,1046.0,0.3931933381607531,-0.10321100917431193,-0.3674484719260839,0.43962229006891756,43.37741426000002
4033,-73.92406167,40.81263167,1.018989503,847.0,576.0,735.0,618.0,1471.0,1918.0,2067.0,2008.0,2095.0,1997.0,1585.0,0.5293221629855294,-0.0027465667915106116,-0.46409041195771056,0.1828514427592635,44.491688780000004
4034,-73.923955,40.81268667,1.018989503,847.0,813.0,785.0,720.0,1471.0,1918.0,2067.0,1352.0,2095.0,1997.0,1585.0,0.305019305019305,0.19259480441922963,-0.2653252222742162,0.1828514427592635,44.491688780000004
4035,-73.92385167,40.81274,1.018989503,876.0,772.0,896.0,839.0,1177.0,1993.0,2097.0,1510.0,2097.0,1676.0,1336.0,0.28565346956151555,0.052102950408035156,-0.25519534497090607,0.5737604953328017,44.112288560000025
4036,-73.92376333,40.81277,1.018989503,876.0,772.0,896.0,839.0,1177.0,1993.0,2097.0,1510.0,2097.0,1676.0,1336.0,0.28565346956151555,0.052102950408035156,-0.25519534497090607,0.5737604953328017,44.112288560000025
4037,-73.923685,40.81280833,1.014662073,876.0,678.0,829.0,832.0,1177.0,1993.0,2097.0,1962.0,2097.0,1676.0,1336.0,0.4044380816034359,-0.07861462341946124,-0.40594768900035827,0.23114000953982883,43.71921626000005
4038,-73.92362333,40.81284667,1.014662073,876.0,1004.0,1082.0,1230.0,1362.0,1559.0,1638.0,1534.0,1616.0,1828.0,1639.0,0.10998552821997105,0.0874479476502082,-0.172782874617737,0.23114000953982883,43.71921626000005
4039,-73.923575,40.81288,1.008170928,876.0,1004.0,1082.0,1230.0,1362.0,1559.0,1638.0,1534.0,1616.0,1828.0,1639.0,0.10998552821997105,0.0874479476502082,-0.172782874617737,0.23114000953982883,43.71921626000005
4040,-73.923535,40.81290333,1.008170928,648.0,847.0,916.0,981.0,1029.0,1717.0,1811.0,1296.0,2030.0,1596.0,1200.0,0.1383399209486166,0.1037344398340249,-0.1717902350813743,0.23114000953982883,43.71921626000005
4041,-73.92350167,40.81291833,1.014662073,648.0,847.0,916.0,981.0,1029.0,1717.0,1811.0,1296.0,2030.0,1596.0,1200.0,0.1383399209486166,0.1037344398340249,-0.1717902350813743,0.23114000953982883,43.71921626000005
4042,-73.923475,40.81292833,1.014662073,648.0,847.0,916.0,981.0,1029.0,1717.0,1811.0,1296.0,2030.0,1596.0,1200.0,0.1383399209486166,0.1037344398340249,-0.1717902350813743,0.23114000953982883,43.71921626000005
4043,-73.92343167,40.812935,1.012618565,648.0,847.0,916.0,981.0,1029.0,1717.0,1811.0,1296.0,2030.0,1596.0,1200.0,0.1383399209486166,0.1037344398340249,-0.1717902350813743,0.23114000953982883,43.71921626000005
4044,-73.92333333,40.81298333,1.012618565,648.0,804.0,894.0,943.0,1475.0,1519.0,1677.0,1340.0,1725.0,1833.0,1685.0,0.1738939991239597,0.15537346359911755,-0.19964189794091317,0.24266630965131503,42.21528746000001
4045,-73.92327167,40.81301667,1.00612742,648.0,1006.0,1132.0,1228.0,1475.0,1519.0,1677.0,1470.0,1725.0,1833.0,1685.0,0.08969607116382505,0.10990009082652134,-0.1299000768639508,0.24266630965131503,42.21528746000001
4046,-73.92321,40.81305167,1.00612742,648.0,1006.0,1132.0,1228.0,1475.0,1519.0,1677.0,1470.0,1725.0,1833.0,1685.0,0.08969607116382505,0.10990009082652134,-0.1299000768639508,0.24266630965131503,42.21528746000001
4047,-73.92300667,40.81315833,1.012618565,966.0,1162.0,1218.0,1298.0,1321.0,1671.0,1909.0,1706.0,1920.0,1740.0,1508.0,0.13581890812250333,0.009866511897852582,-0.16689466484268126,0.2089469486955531,42.38277044000006
4048,-73.92293167,40.81320667,1.012618565,966.0,1162.0,1218.0,1298.0,1321.0,1671.0,1909.0,1706.0,1920.0,1740.0,1508.0,0.13581890812250333,0.009866511897852582,-0.16689466484268126,0.2089469486955531,42.38277044000006
4049,-73.9229,40.81322333,1.01478228,966.0,1172.0,1256.0,1372.0,1460.0,1597.0,1647.0,1572.0,1736.0,1792.0,1458.0,0.06793478260869565,0.06539833531510107,-0.11173974540311174,0.2089469486955531,42.38277044000006
4050,-73.92277667,40.813305,1.012618565,966.0,1216.0,1240.0,1344.0,1460.0,1597.0,1647.0,1472.0,1736.0,1792.0,1458.0,0.045454545454545456,0.09803921568627451,-0.0855457227138643,0.24126659552079527,42.38618846000003
4051,-73.922605,40.81339833,1.012618565,706.0,1150.0,1134.0,1266.0,1116.0,1617.0,1817.0,1488.0,1913.0,1801.0,1376.0,0.08061002178649238,0.09516570386135603,-0.13501144164759726,0.08354269542868696,42.276811820000034
4052,-73.92254333,40.81342833,1.01478228,706.0,1114.0,1052.0,1134.0,1116.0,1617.0,1817.0,1482.0,1913.0,1801.0,1376.0,0.13302752293577982,0.09716722509899482,-0.1696921862667719,0.08354269542868696,42.276811820000034
4053,-73.92247,40.813465,1.01478228,724.0,1224.0,1246.0,1378.0,1893.0,2193.0,2156.0,1730.0,2334.0,2323.0,2037.0,0.11325611325611326,0.14631137429064892,-0.16263440860215053,0.08354269542868696,42.276811820000034
4054,-73.92239,40.8135,1.01478228,724.0,1224.0,1246.0,1378.0,1893.0,2193.0,2156.0,1730.0,2334.0,2323.0,2037.0,0.11325611325611326,0.14631137429064892,-0.16263440860215053,0.08354269542868696,42.276811820000034
4055,-73.921955,40.81371667,1.019109709,724.0,890.0,998.0,974.0,1117.0,2187.0,2550.0,1982.0,2633.0,1658.0,1109.0,0.34100135317997293,-0.08901098901098901,-0.3302013422818792,0.4299107051075582,42.62886788000003
4056,-73.92186333,40.813765,1.019109709,724.0,995.0,1182.0,1230.0,1163.0,1978.0,2230.0,1560.0,2372.0,1571.0,1012.0,0.11827956989247312,0.0035132545512615776,-0.13785557986870897,0.4351279043270571,43.213349300000004
4057,-73.921775,40.81381167,1.019109709,724.0,740.0,869.0,875.0,1163.0,1978.0,2230.0,1836.0,2372.0,1571.0,1012.0,0.3544817410549613,-0.07778103903727619,-0.3574861367837338,0.6794143391421977,43.59616754000001
4058,-73.92168667,40.81385667,1.021273424,704.0,481.0,607.0,488.0,979.0,2030.0,2334.0,1958.0,2438.0,1521.0,913.0,0.6009811937857726,-0.12561080770336303,-0.5267056530214425,0.6794143391421977,43.59616754000001
4059,-73.92159833,40.81390167,1.021273424,664.0,523.0,656.0,579.0,1015.0,2185.0,2492.0,2142.0,2660.0,1589.0,994.0,0.5744211686879823,-0.14821763602251406,-0.5310936383130808,0.6794143391421977,43.59616754000001
4060,-73.92151167,40.813945,1.019109709,664.0,534.0,722.0,632.0,1015.0,2185.0,2492.0,2340.0,2660.0,1589.0,994.0,0.5746971736204576,-0.19114278442351743,-0.5284128020901372,0.6704133882852504,44.406238280000025
4061,-73.921425,40.813985,1.019109709,664.0,564.0,675.0,527.0,896.0,2112.0,2378.0,2722.0,2545.0,1487.0,1004.0,0.6755924899969221,-0.29341886433832265,-0.6025905210479835,0.6704133882852504,44.406238280000025
4062,-73.92133333,40.814025,1.016945994,664.0,602.0,707.0,631.0,896.0,2112.0,2378.0,2040.0,2545.0,1487.0,1004.0,0.5275177836016474,-0.15679047349021832,-0.48525664361121224,0.6704133882852504,44.406238280000025
4063,-73.92124333,40.81406833,1.016945994,664.0,696.0,910.0,831.0,1082.0,2223.0,2337.0,2570.0,2427.0,1586.0,1246.0,0.5113201999411938,-0.23676612127045235,-0.47701149425287354,0.549617391304348,44.46434462000002
4064,-73.92115167,40.81411,1.021273424,664.0,1010.0,1080.0,1188.0,1343.0,1593.0,1848.0,1698.0,1946.0,1895.0,1664.0,0.17671517671517672,0.05482883384358475,-0.2224622030237581,0.31098098476262426,45.27783338000006
4065,-73.92106,40.81415833,1.021273424,664.0,1288.0,1512.0,1612.0,1343.0,1593.0,1848.0,1886.0,1946.0,1895.0,1664.0,0.07833047455688966,0.0023803226659613857,-0.11006474396703944,0.31098098476262426,45.27783338000006
4066,-73.92097,40.81421333,1.019109709,1254.0,1154.0,1242.0,1234.0,1774.0,1978.0,2121.0,1694.0,2154.0,2443.0,2057.0,0.15710382513661203,0.18104906937394247,-0.1539509536784741,0.31098098476262426,45.27783338000006
4067,-73.92088,40.814265,1.019109709,1254.0,1002.0,1108.0,1108.0,1246.0,1674.0,1878.0,2320.0,2039.0,1658.0,1435.0,0.35355892648774795,-0.16641528406234288,-0.35355892648774795,0.31098098476262426,45.27783338000006
4068,-73.92070833,40.81436,1.021273424,1254.0,1042.0,1172.0,1248.0,1262.0,1546.0,1473.0,1644.0,1661.0,1758.0,1566.0,0.13692946058091288,0.03350970017636684,-0.16761363636363635,0.1603316254029605,46.40919800000006
4069,-73.92062833,40.814405,1.021273424,1254.0,915.0,1134.0,1160.0,1262.0,1546.0,1473.0,1588.0,1661.0,1758.0,1566.0,0.15574963609898107,0.05080693365212194,-0.16678912564290962,0.1603316254029605,46.40919800000006
4070,-73.92055167,40.81444333,1.021273424,1411.0,1200.0,1412.0,1494.0,1311.0,1406.0,1385.0,1742.0,1520.0,1854.0,1683.0,0.07663782447466007,0.03114571746384872,-0.1046290424857324,0.1603316254029605,46.40919800000006
4071,-73.920485,40.81447667,1.021273424,1411.0,1148.0,1258.0,1308.0,1735.0,1814.0,1883.0,1432.0,1933.0,2288.0,1964.0,0.04525547445255475,0.23010752688172043,-0.06468401486988848,0.1026201357767227,46.89455684000001
4072,-73.92042,40.81451,1.016945994,1411.0,1406.0,1594.0,1656.0,1735.0,1814.0,1883.0,1792.0,1933.0,2288.0,1964.0,0.03944315545243619,0.12156862745098039,-0.05847607796810396,0.1026201357767227,46.89455684000001
4073,-73.92035,40.81454,1.016945994,1411.0,1246.0,1394.0,1488.0,1735.0,1814.0,1883.0,1526.0,1933.0,2288.0,1964.0,0.012607830126078301,0.19979024646040902,-0.045205479452054796,0.1026201357767227,46.89455684000001
4074,-73.92026167,40.81458,1.019109709,1499.0,1296.0,1302.0,1424.0,1805.0,1625.0,1824.0,1532.0,1870.0,2273.0,2001.0,0.036535859269282815,0.1947437582128778,-0.08115737473535639,0.1026201357767227,46.89455684000001
4075,-73.92016167,40.814625,1.019109709,1499.0,1294.0,1388.0,1528.0,1686.0,1796.0,1944.0,1860.0,1862.0,2188.0,2037.0,0.09799291617473435,0.08102766798418973,-0.14532019704433496,0.1309532662263475,46.617697220000025
4076,-73.92006,40.814675,1.019109709,1499.0,1262.0,1498.0,1622.0,1686.0,1796.0,1944.0,1538.0,1862.0,2188.0,2037.0,-0.026582278481012658,0.17444981213097155,-0.013175230566534914,0.077695688985282,47.16458041999999
4077,-73.91996,40.81472667,1.019109709,1499.0,988.0,1170.0,1274.0,1946.0,2161.0,1994.0,1634.0,2095.0,2514.0,2351.0,0.12379642365887207,0.21215043394406943,-0.16547788873038516,0.077695688985282,47.16458041999999
4078,-73.91986667,40.81477667,1.016945994,1499.0,1230.0,1382.0,1606.0,1972.0,2093.0,2118.0,1838.0,2047.0,2552.0,2388.0,0.06736353077816493,0.16264236902050114,-0.14161490683229813,0.077695688985282,47.16458041999999
4079,-73.91969167,40.81486667,1.016945994,1499.0,2104.0,1848.0,2160.0,1577.0,1727.0,1708.0,2446.0,1962.0,2467.0,2364.0,0.062092922275293096,0.0042743741095053935,-0.13926408942710758,0.10193594409474309,47.25344894
4080,-73.919615,40.81490667,1.016945994,1499.0,1336.0,1438.0,1626.0,1577.0,1727.0,1708.0,1588.0,1962.0,2467.0,2364.0,-0.011823273179838207,0.21676942046855735,-0.0495703899537343,0.10193594409474309,47.25344894
4081,-73.91955167,40.81494167,1.019109709,1410.0,1144.0,1226.0,1336.0,1544.0,1364.0,1615.0,1490.0,1614.0,2041.0,1843.0,0.05449398443029016,0.15604644576607193,-0.09720176730486009,0.10193594409474309,47.25344894
4082,-73.91949833,40.81497,1.019109709,1543.0,1604.0,1796.0,2038.0,2489.0,2393.0,2615.0,2122.0,2428.0,2687.0,2484.0,0.020192307692307693,0.11748804325223539,-0.08320571720265442,0.10193594409474309,47.25344894
4083,-73.91945833,40.81499,1.019109709,1543.0,1604.0,1796.0,2038.0,2489.0,2393.0,2615.0,2122.0,2428.0,2687.0,2484.0,0.020192307692307693,0.11748804325223539,-0.08320571720265442,0.10193594409474309,47.25344894
4084,-73.91939333,40.81502333,1.01478228,1543.0,1030.0,1144.0,1246.0,2489.0,2393.0,2615.0,1438.0,2428.0,2687.0,2484.0,0.07153502235469449,0.3027878787878788,-0.11386522075910147,0.11920661485691562,47.57474281999998
4085,-73.919365,40.815035,1.01478228,1543.0,1030.0,1144.0,1246.0,2489.0,2393.0,2615.0,1438.0,2428.0,2687.0,2484.0,0.07153502235469449,0.3027878787878788,-0.11386522075910147,0.11920661485691562,47.57474281999998
4086,-73.91930667,40.81507,1.032212205,1543.0,1172.0,1242.0,1392.0,1445.0,1505.0,1510.0,1454.0,1621.0,2079.0,1990.0,0.02178496134926212,0.17690348146051516,-0.07863501483679525,0.11920661485691562,47.57474281999998
4087,-73.91927167,40.81509,1.032212205,1543.0,1172.0,1242.0,1392.0,1445.0,1505.0,1510.0,1454.0,1621.0,2079.0,1990.0,0.02178496134926212,0.17690348146051516,-0.07863501483679525,0.11920661485691562,47.57474281999998
4088,-73.91919667,40.81512667,1.03004849,1543.0,811.0,979.0,1078.0,1445.0,1505.0,1510.0,1454.0,1621.0,2079.0,1990.0,0.1484992101105845,0.17690348146051516,-0.1952322235922729,0.11920661485691562,47.57474281999998
